名称,分类,地区,原描述,原字数,新描述(100-200字),备注
宾夕法尼亚大学设计学院,研究机构,国际-美国,文化遗产领域专业研究机构,12,宾夕法尼亚大学设计学院是美国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
芝加哥大学艺术史系,研究机构,国际-美国,文化遗产领域专业研究机构,12,芝加哥大学艺术史系是美国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
康奈尔大学建筑学院,研究机构,国际-美国,文化遗产领域专业研究机构,12,康奈尔大学建筑学院是美国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
UCL巴特利特建筑学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,UCL巴特利特建筑学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
UCL考古学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,UCL考古学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
帝国理工学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,帝国理工学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
伦敦艺术大学,研究机构,国际-英国,文化遗产领域专业研究机构,12,伦敦艺术大学是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
爱丁堡大学艺术学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,爱丁堡大学艺术学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
曼彻斯特大学艺术学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,曼彻斯特大学艺术学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
ETH苏黎世联邦理工建筑系,研究机构,国际-瑞士,文化遗产领域专业研究机构,12,ETH苏黎世联邦理工建筑系是瑞士文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
慕尼黑工业大建筑系,研究机构,国际-德国,文化遗产领域专业研究机构,12,慕尼黑工业大建筑系是德国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
鲁汶大学,研究机构,国际-比利时,文化遗产领域专业研究机构,12,鲁汶大学是比利时文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
哥本哈根大学,研究机构,国际-丹麦,QS世界排名第107,10,哥本哈根大学是丹麦文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
斯德哥尔摩大学,研究机构,国际-瑞典,QS世界排名第118,10,斯德哥尔摩大学是瑞典文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
